no,indikator_utama,hasil_2025,target_2026,catatan_lhe,rencana_aksi_desc,satuan,indikator_output,tw1,tw2,tw3,tw4,target_total,anggaran,keterangan,pic_koordinator,pic_pelaksana,kategori_tematik
26,Survei Penilaian Integritas,79.39,79.39,"Dalam upaya meningkatkan integritas dan akuntabilitas di Badan Pusat Statistik, penting untuk membuat kebijakan yang melarang penggunaan anggaran dan fasilitas kantor untuk kepentingan pribadi. Kebijakan ini harus disertai dengan contoh dari pimpinan agar pegawai dapat memahami dan mengikuti aturan yang ditetapkan. Selain itu, penerapan sanksi atau hukuman terhadap pelanggar harus dilakukan secara adil dan konsisten, sehingga setiap pegawai merasa ada konsekuensi yang jelas atas tindakan mereka. Dengan langkah ini, diharapkan dapat menciptakan lingkungan kerja yang lebih profesional dan bertanggung jawab. Selanjutnya, Badan Pusat Statistik perlu menegakkan sanksi terkait pelanggaran perdagangan pengaruh yang mungkin terjadi dalam pengambilan keputusan. Hal ini dapat dilakukan dengan menerapkan larangan perdagangan pengaruh bagi seluruh pegawai dan pimpinan, disertai dengan kebijakan serta mekanisme penanganan yang jelas. Meningkatkan integritas calon pimpinan juga sangat penting, termasuk melakukan deklarasi konflik kepentingan secara tahunan. Dengan penguatan mekanisme pengawasan internal, diharapkan perdagangan pengaruh dapat terdeteksi dan diminimalisir, sehingga keputusan yang diambil lebih objektif dan transparan. Dalam konteks perintah atasan yang tidak sesuai aturan, Badan Pusat Statistik harus melakukan sosialisasi mengenai peraturan terkait gratifikasi dan benturan kepentingan. Sosialisasi ini perlu diikuti dengan ujian untuk memastikan pemahaman pegawai. Penegakan aturan harus dilakukan tanpa pandang bulu, dengan komitmen kepemimpinan yang kuat dalam menerapkan sistem manajemen kepatuhan. Dengan meluncurkan ISO-37301 dan ISO-37001, Badan Pusat Statistik dapat memperkuat sistem yang ada dan memastikan bahwa setiap pegawai memahami pentingnya kepatuhan terhadap aturan yang berlaku. Selain itu, untuk mengatasi pengalaman pegawai yang menerima pemberian dalam bentuk gratifikasi, Badan Pusat Statistik perlu melakukan sosialisasi yang lebih intensif mengenai larangan gratifikasi dan benturan kepentingan. Pimpinan harus menjadi role model dalam hal ini, dengan menegaskan komitmennya terhadap pengelolaan gratifikasi yang baik. Pemberian sanksi yang tegas terhadap pelanggaran juga harus diterapkan, serta evaluasi terhadap efektivitas Whistleblowing System (WBS) untuk mendorong pegawai melaporkan pelanggaran yang terjadi. Dengan langkah-langkah ini, diharapkan budaya antigratifikasi dapat terbangun dengan baik. Dalam hal pegawai yang menerima honor atau uang transport lokal yang tidak sesuai dengan pertanggungjawaban, Badan Pusat Statistik perlu menyusun dan menegakkan SOP yang jelas. Implementasi SOP ini harus dilakukan secara konsisten untuk memastikan bahwa setiap pengeluaran anggaran dapat dipertanggungjawabkan dengan baik. Dengan adanya aturan yang jelas, diharapkan pegawai dapat lebih memahami batasan dan tanggung jawab mereka dalam penggunaan anggaran, sehingga potensi penyalahgunaan dapat diminimalisir. Badan Pusat Statistik juga harus memperhatikan persepsi adanya pejabat yang menggunakan anggaran kantor untuk kepentingan pribadi. Pengembangan platform digital untuk pengajuan anggaran dapat menjadi solusi yang efektif, di mana setiap pengajuan dapat dipantau oleh pimpinan dan seluruh pegawai. Selain itu, evaluasi terhadap struktur jabatan dan fungsi ASN perlu dilakukan untuk memastikan bahwa setiap posisi memiliki tanggung jawab yang jelas. Dengan pengembangan portal anggaran yang transparan, diharapkan pengelolaan anggaran dapat dilakukan dengan lebih baik dan akuntabel. Dalam rangka meningkatkan transparansi, Badan Pusat Statistik perlu mengembangkan mekanisme pengawasan internal yang lebih kuat. Hal ini mencakup penerapan sistem pelaporan yang mudah diakses oleh pegawai untuk melaporkan potensi penyalahgunaan anggaran atau fasilitas. Dengan adanya sistem pelaporan yang efektif, pegawai akan merasa lebih aman untuk melaporkan pelanggaran yang terjadi, sehingga dapat menciptakan budaya kerja yang lebih terbuka dan jujur. Penting juga bagi Badan Pusat Statistik untuk melakukan evaluasi dan perbaikan prosedur kegiatan pelayanan secara berkala. Dengan melakukan evaluasi, lembaga dapat mengidentifikasi area yang perlu diperbaiki dan memastikan bahwa setiap prosedur yang ada berjalan dengan baik. Hal ini tidak hanya akan meningkatkan efisiensi operasional, tetapi juga akan meningkatkan kepuasan pegawai dan pemangku kepentingan lainnya. Dalam upaya mitigasi risiko, Badan Pusat Statistik harus melakukan analisis risiko secara rutin untuk mengidentifikasi potensi masalah yang mungkin timbul dalam operasional. Dengan memahami risiko yang ada, lembaga dapat merumuskan strategi mitigasi yang tepat dan meminimalisir dampak negatif yang mungkin terjadi. Selain itu, pelatihan bagi pegawai mengenai manajemen risiko juga perlu dilakukan untuk meningkatkan kesadaran dan kemampuan mereka dalam menghadapi situasi yang berisiko. Akhirnya, Badan Pusat Statistik harus terus berkomitmen untuk meningkatkan kualitas sumber daya manusia melalui pelatihan dan pengembangan. Investasi dalam pengembangan SDM akan memberikan dampak positif bagi kinerja lembaga secara keseluruhan. Dengan pegawai yang terampil dan berkompeten, diharapkan Badan Pusat Statistik dapat menjalankan tugas dan fungsinya dengan lebih baik, serta memenuhi harapan masyarakat akan data yang akurat dan terpercaya.",3. Penyusunan rencana aksi SPI KPK,Dokumen,Dokumen Rencana Aksi SPI KPK,,,1,1,1,,,Inspektorat III,,RB General
 ,,"- Tata Kelola
- Kolaborasi/ Koordinasi
- Data & Manajemen Data",Belum optimalnya tata kelola Administrasi yang mendukung aliran DTSEN,,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik","Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Penguatan tata kelola aliran data DTSEN antara K/L/I/D dan BPS untuk mendukung integrasi data dan efektivitas pengentasan kemiskinan melalui standardisasi dan dokumentasi Berita Acara Serah Terima (BAST)","Terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Terwujudnya tata kelola aliran data DTSEN yang terstandar, terdokumentasi, dan akuntabel melalui implementasi BAST lintas K/L/I/D, guna mendukung integrasi data serta meningkatkan kualitas dan pemanfaatan DTSEN untuk pengentasan kemiskinan","Persentase terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Persentase proses penyusunan BAST aliran data DTSEN lintas K/L/I/D dan BPS yang terdokumentasi sesuai standar",100 persen,"Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) yang dihasilkan dalam kegiatan tata kelola aliran DTEN antara K/L/I/D dan BPS bersama dengan Biro Perencanaan dan Kerja Sama

Melakukan dokumentasi proses penyusunan BAST sebagai bagian dari tata kelola aliran data DTSEN antara K/L/I/D dan BPS, bekerja sama dengan Biro Perencanaan dan Kerja Sama",Laporan,Tersedianya dokumentasi proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS dalam 1 laporan,0,0,0,1,RB Tematik 1. Kemiskinan_
 ,,"- Proses Bisnis
- Kolaborasi/ Koordinasi","Tantangan utama dalam pengelolaan data di Indonesia adalah kurangnya keterpaduan antar instansi. Data yang tidak sinkron sering kali menyebabkan tumpang tindih kebijakan dan penggunaan anggaran yang kurang efisien. Instruksi Presiden (Inpres) Nomor 4 Tahun 2025 tentang Data Tunggal Sosial dan Ekonomi Nasional (DTSEN) menegaskan komitmen pemerintah dalam memastikan ketersediaan data yang akurat, terintegrasi, dan dapat diandalkan sebagai dasar dalam perencanaan dan program pembangunan. Untuk mewujudkan data tunggal sosial ekonomi nasional dalam rangka mendukung penyusunan dan pemutakhiran data secara berkala dan berkelanjutan, dibutuhkan berbagai sumber data baik dari internal BPS maupun pihak eksternal",,Direktorat Statistik Kependudukan dan Tenaga Kerja,DTSEN dengan Kementerian/Lembaga,"Terlaksananya dukungan penyediaan data untuk pemadanan data DTSEN yang berasal dari data Statistik Kependudukan dan Ketenagakerjaan, misalnya dari KL:
 1) Kementerian dalam negeri, dirjen Dukcapil
 2) BPIP
 3) Kementerian Ketenagakerjaan
 4) KP2MI
 5) Kementerian luar negeri
 6) Kemendukbangga/BKKBN",Jumlah paket data Statistik Kependudukan dan Ketenagakerjaan untuk pemadanan data DTSEN,1,"1. Identifikasi ketersediaan data Statistik Kependudukan dan Ketenagakerjaan untuk pemadanan data DTSEN
 2. Pelaksanaan pemadanan data",Dokumen gambaran hasil pemadanan,"1. Hasil identifikasi ketersediaan data Statistik Kependudukan dan Ketenagakerjaan
2. Gambaran hasil pemadanan data Statistik Kependudukan dan Ketenagakerjaan""",0,1,0,0,RB Tematik 1. Kemiskinan_
 ,,"- Proses Bisnis
- Kolaborasi/ Koordinasi","Dalam rangka mempercepat penurunan kemiskinan dan peningkatan pemerataan sesuai Sasaran Utama pada Prioritas Nasional 6 RPJM 2025-2029, perlu dilakukan optimalisasi pelaksanaan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem sebagaimana tercantum pada Inpres 8 Tahun 2025. Untuk mengukur dan mengevaluasi pelaksanaan Inpres 8 Tahun 2025, dibutuhkan sarana evaluasi perkembangan pelaksanaan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem melalui survei",,Direktorat Statistik Kesejahteraan Rakyat,DTSEN,Terselenggaranya penerima bantuan sosial PKH dan Sembako yang dipadankan dengan DTSEN,Proporsi keluarga desil 1-4 yang mendapatkan bantuan sosial PKH dan Sembako,1,Memadankan data penerima bantuan sosial dengan DTSEN,laporan/data,Data keluarga yang mendapatkan bantuan sosial,0,0,0,1,RB Tematik 1. Kemiskinan_
 ,,"- Proses Bisnis
- Kolaborasi/ Koordinasi","Data sosial ekonomi seperti DTSEN masih menghadapi tantangan berupa ketidakmutakhiran, perbedaan sumber data, serta keterbatasan pembaruan di tingkat daerah. Selain itu, belum semua pemerintah daerah secara rutin melakukan pemutakhiran data masyarakat. Kondisi ini berpotensi memengaruhi ketepatan sasaran dalam perencanaan dan pelaksanaan program pembangunan, khususnya yang berkaitan dengan kesejahteraan masyarakat. Oleh karena itu, Sensus Ekonomi 2026 menjadi momentum strategis untuk melengkapi dan memperbarui informasi sosial ekonomi melalui pendekatan pendataan langsung di lapangan. Melalui pemutakhiran variabel sosial ekonomi, diharapkan dapat diperoleh gambaran kondisi keluarga yang lebih aktual, akurat, dan terintegrasi. Hasil kegiatan ini selanjutnya dapat dimanfaatkan sebagai dasar penguatan dan penyempurnaan basis data sosial ekonomi, termasuk dalam mendukung pemanfaatan DTSEN secara lebih tepat guna.",,Direktorat Statistik Ketahanan Sosial,Penyediaan Instrumen Pendataan Lengkap Sosial Ekonomi Keluarga melalui Sensus Ekonomi 2026 (SE2026),"Tersedianya kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026","Jumlah kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",3 dokumen,"Penyusunan Kuesioner, Buku Pedoman, dan Bahan ajar terkait Pemutakhiran Variabel Sosial Ekonomi melalui SE2026",dokumen,"Tersedianya naskah kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",0,1,0,0,RB Tematik 1. Kemiskinan_
 ,,"- Proses Bisnis
- Kolaborasi/ Koordinasi",Perlunya pemutakhiran secara berkala data penduduk berdasarkan aktivitas sosial dan ekonomi untuk efektovitas pengentasan kemiskinan,,Direktorat Statistik Sumber Daya Hayati,"Pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) dengan Data Tunggal Sosial Ekonomi Nasional (DTSEN)","Tersedianya DTSEN yang mutakhir melalui pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) untuk mendukung pengentasan kemiskinan","Jumlah UTP Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil ST2023 dan SEP 2024 yang akan dipadankan dengan DTSEN",1 paket data untuk dipadankan dengan DTSEN,Identifikasi ketersediaan data,Laporan,"Laporan identifikasi ketersediaan data UTP Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil ST2023 dan SEP 2024", , ,1, ,RB Tematik 1. Kemiskinan_
 ,,Proses Bisnis,"Data Produk Domestik Bruto (PDB)  memberikan gambaran mengenai kondisi  ekonomi suatu wilayah. Melalui data PDB, dapat diketahui sektor-sektor ekonomi yang berkembang, kontribusi masing-masing lapangan usaha, serta wilayah yang memiliki potensi peningkatan pendapatan masyarakat. Informasi tersebut menjadi dasar dalam merumuskan kebijakan yang lebih tepat sasaran  dalam perencanaan program pengentasan kemiskinan yang efektif dan berkelanjutan.",,Direktorat Neraca Produksi,Penyusunan publikasi Produk Domestik Bruto (PDB) tahunan ,Tersedianya data Produk Domestik Bruto untuk data dukung dalam mengevaluasi dampak pembangunan terhadap pengentasan kemiskinan,"1. Nilai PDB
2. Kontribusi menurut kategori
3. Pertumbuhan ekonomi nasional               4. Pertumbuhan ekonomi menurut kategori     ",Tersedianya data PDB  ,Penyusunan publikasi Pendapatan Nasional Indonesia tahun 2021-2025,Laporan,Naskah publikasi Pendapatan Nasional Indonesia tahun 2021-2025,0,1,0,0,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.",- Regulasi/Tata Kelola,"Dalam rangka mempercepat penurunan kemiskinan dan peningkatan pemerataan sesuai Sasaran Utama pada Prioritas Nasional 6 RPJM 2025-2029, perlu dilakukan optimalisasi pelaksanaan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem sebagaimana tercantum pada Inpres 8 Tahun 2025. Untuk mengukur dan mengevaluasi pelaksanaan Inpres 8 Tahun 2025, dibutuhkan sarana evaluasi perkembangan pelaksanaan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem melalui survei",Penghitungan Angka Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Pelaksanaan Susenas September 2025,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,Persentase terlaksananya survei sosial ekonomi dan nasional September 2025,"1

Tersedianya Publikasi Susenas September 2025","Pelaksanaan pengumpulan data susenas September 2025

Menyusun buku pedoman dan kuesioner Susenas September 2025","- Buku Pedoman
- Kuesioner",Tersedianya Pedoman dan Kuesioner Susenas 2025, , , , ,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.", ,"Dalam rangka mempercepat penurunan kemiskinan dan peningkatan pemerataan sesuai Sasaran Utama pada Prioritas Nasional 6 RPJM 2025-2029, perlu dilakukan optimalisasi pelaksanaan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem sebagaimana tercantum pada Inpres 8 Tahun 2025. Untuk mengukur dan mengevaluasi pelaksanaan Inpres 8 Tahun 2025, dibutuhkan sarana evaluasi perkembangan pelaksanaan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem melalui survei",Penghitungan Angka Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Susenas,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,Persentase terlaksananya survei sosial ekonomi dan nasional September 2025 dan Maret 2026,1,Pelaksanaan pengumpulan data susenas Maret 2026,Buku,Tersedianya Publikasi Susenas Maret 2026,0,0,0,1,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.",- Pemanfaatan Data,"Kemiskinan merupakan isu global maupun nasional sehingga masih menjadi perhatian banyak pihak. Untuk keperluan perencanaan, monitoring, dan evaluasi berbagai program penanggulangan kemiskinan maka diperlukan sejumlah indikator yang menunjukkan status dan perkembangan penduduk miskin di Indonesia. Indikator-indikator tersebut antara lain jumlah dan persentase penduduk miskin serta berbagai karakteristik kemiskinan lainnya yang terbanding antar waktu dan antar wilayah. Hal ini juga untuk mengukur capaian optimalisasi pelaksanaan pengentasan kemiskinan dan penghapusan kemiskinan ekstrim sebagaimana diamanatkan di Inpres 8 Tahun 2025",Penghitungan Angka Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,1,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Dokumen,Tersedianya Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,0,0,0,1,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.",- Pemanfaatan Data,"Kemiskinan merupakan isu strategis baik di tingkat nasional maupun daerah sehingga masih menjadi perhatian berbagai pihak. Dalam rangka mendukung perencanaan, monitoring, dan evaluasi program penanggulangan kemiskinan di tingkat kabupaten/kota, diperlukan ketersediaan data dan informasi kemiskinan yang komprehensif, akurat, dan terkini. Informasi tersebut mencakup jumlah dan persentase penduduk miskin serta berbagai karakteristik kemiskinan lainnya yang dapat dibandingkan antar waktu dan antar wilayah pada level kabupaten/kota. Penyediaan data dan informasi ini menjadi penting untuk mendukung perumusan kebijakan yang lebih tepat sasaran, sekaligus mengukur capaian pelaksanaan program pengentasan kemiskinan dan percepatan penghapusan kemiskinan ekstrem sebagaimana diamanatkan dalam Instruksi Presiden Nomor 8 Tahun 2025.",Penghitungan Angka Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem di level Kabupaten/Kota,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem di level Kabupaten/Kota,1,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Dokumen,Tersedianya naskah Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,0,0,0,1,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.",- Pemanfaatan Data,"Kemiskinan merupakan isu global dan nasional yang masih menjadi perhatian berbagai pihak. Dalam rangka mendukung kebutuhan perencanaan, monitoring, dan evaluasi program penanggulangan kemiskinan, diperlukan indikator yang mampu menggambarkan status dan perkembangan penduduk miskin di Indonesia secara berkala. Indikator tersebut meliputi jumlah dan persentase penduduk miskin serta berbagai karakteristik kemiskinan lainnya yang dapat dibandingkan antar waktu dan antar wilayah. Oleh karena itu, penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia periode September 2025 dan Maret 2026 menjadi penting sebagai sumber data resmi yang akurat dan terkini. Informasi yang dihasilkan diharapkan dapat mendukung perumusan kebijakan yang tepat sasaran serta mengukur capaian pelaksanaan pengentasan kemiskinan dan percepatan penghapusan kemiskinan ekstrem sebagaimana diamanatkan dalam Instruksi Presiden Nomor 8 Tahun 2025.",Penghitungan Angka Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,1,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Dokumen,Tersedianya naskah Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,1,1,2,2,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.","- Tata Kelola
- Kolaborasi/ Koordinasi","Dalam penghitungan kemiskinan ekstrem, masih terdapat perbedaan hasil estimasi antara BPS dan Bank Dunia yang menjadi perhatian berbagai pihak. Perbedaan tersebut umumnya disebabkan oleh perbedaan metodologi dan asumsi yang digunakan, termasuk dalam penentuan periode referensi inflasi. Kondisi ini berimplikasi pada belum seragamnya hasil estimasi yang dihasilkan, sehingga diperlukan kejelasan dan konsistensi dalam penyampaian informasi guna mendukung keterbandingan serta pemanfaatan data oleh para pemangku kepentingan.",Penghitungan Angka Kemiskinan,Direktorat Statistik Ketahanan Sosial,Koordinasi teknis antara BPS dan Bank Dunia dalam rangka menyepakati metodologi penghitungan kemiskinan ekstrem yang selaras dan dapat dibandingkan.,Tersusunnya kesepahaman metodologi penghitungan kemiskinan ekstrem antara BPS dan Bank Dunia,Jumlah kesepakatan/hasilkoordinasi metodologi yang dihasilkan,1 dokumen kesepakatan / notulensi resmi,Pelaksanaan pertemuan teknis antara BPS dengan Bank Dunia,Dokumen,Tersedianya notulensi hasil koordinasi,0,1,1,1,RB Tematik 1. Kemiskinan_
Pengentasan Kemiskinan,"Upaya percepatan pengentasan kemiskinan dan penghapusan kemiskinan ekstrem masih menghadapi tantangan dalam penyediaan data dan indikator yang komprehensif, akurat, mutakhir, dan terintegrasi untuk mendukung perencanaan, monitoring, dan evaluasi kebijakan secara efektif.

Tantangan tersebut mencakup belum optimalnya ketersediaan data kemiskinan yang terbanding antar waktu dan wilayah, belum seragamnya metodologi penghitungan kemiskinan ekstrem, serta belum terpetakannya keterkaitan antara kondisi kemiskinan dengan akses layanan asar dan karakteristik sosial ekonomi wilayah.

Kondisi ini berdampak pada belum optimalnya pemanfaatan data statistik dalam mendukung kebijakan pengentasan kemiskinan yang tepat sasaran, terukur, dan berbasis bukti sebagaimana diamanatkan dalam Inpres Nomot 8 Tahun 2025.","- Pemanfaatan Data
- Kolaborasi/ Koordinasi","Belum terpetakan
keterkaitan layanan air bersih dengan kantong kemiskinan",Penghitungan Angka Kemiskinan,Direktorat Statistik Sumber Daya Mineral dan Konstruksi,Penyusunan Data Keterkaitan layanan air bersih dan Kemiskinan,Tersedianya data linkage spasial,Persentase integrasi data,1,"Integrasi data layanan air bersih dan kemiskinan

Mengintegrasikan data layanan air bersih dan kemiskinan",Dataset,Dataset linkage tersedia,0,0,1,1,RB Tematik 1. Kemiskinan_
