no,rencana_aksi_desc,satuan,indikator_output,kategori_tematik,periode_tw,target_penyelesaian
24,2. Terlaksananya reviu Pedoman Evaluasi Pembangunan ZI,Dokumen,Pedoman Evaluasi ZI,RB General,tw3,1
24,Terlaksananya Pembangunan Dashboard Evaluasi Pembangunan ZI,Dokumen,Dashboard Evaluasi ZI,RB General,tw3,1
24,3. Pengembangan Aplikasi Evaluasi ZI,Dokumen,Aplikasi ZIAPP,RB General,tw3,1
24,4. Tersusunnya Kepka BPS tentang Tim Penilai Internal (TPI) Evaluasi Pembangunan ZI BPS Tahun 2025,Dokumen,Kepka TPI,RB General,tw3,1
24,Terlaksananya Sosialisasi Aplikasi ZIAPP,Dikumen,Laporan Sosialiasi,RB General,tw3,1
24,5. Terlaksananya Penyelenggaraan Bimbingan Teknis Evaluasi Pembangunan ZI,Dokumen ,Laporan Bimtek,RB General,tw3,1
24,6. Terlaksananya  Evaluasi (Desk dan Field) Pembangunan ZI oleh TPI,Dokumen ,Laporan Hasil Evaluasi (LHE) TPI ,RB General,tw3,113
24,7. Pleno Hasil Desk Evaluasi Pembangunan ZI,Dokumen ,Berita Acara Pleno,RB General,tw3,1
24,8. Submit usulan calon satker berpredikat menuju WBK/WBBM ke Kementerian PAN,Dokumen,Surat Kepala BPS,RB General,tw3,1
24,dan RB Hasil Penilaian TPI melalui Portal ZI,,,RB General,tw3,
24,9. Tersusunnya Kepka BPS tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,Dokumen,Keutusan Kepala tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,RB General,tw3,1
24,10. Pendampingan evaluasi ZI oleh Kemenpan RB,Dokumen,Laporan Pendampingan,RB General,tw3,7
24,1. Terlaksananya reviu SOP Evaluasi Pembangunan ZI,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw4,1
24,2. Terlaksananya reviu Pedoman Evaluasi Pembangunan ZI,Dokumen,Pedoman Evaluasi ZI,RB General,tw4,1
24,Terlaksananya Pembangunan Dashboard Evaluasi Pembangunan ZI,Dokumen,Dashboard Evaluasi ZI,RB General,tw4,1
24,3. Pengembangan Aplikasi Evaluasi ZI,Dokumen,Aplikasi ZIAPP,RB General,tw4,1
24,4. Tersusunnya Kepka BPS tentang Tim Penilai Internal (TPI) Evaluasi Pembangunan ZI BPS Tahun 2025,Dokumen,Kepka TPI,RB General,tw4,1
24,Terlaksananya Sosialisasi Aplikasi ZIAPP,Dikumen,Laporan Sosialiasi,RB General,tw4,1
24,5. Terlaksananya Penyelenggaraan Bimbingan Teknis Evaluasi Pembangunan ZI,Dokumen ,Laporan Bimtek,RB General,tw4,1
24,6. Terlaksananya  Evaluasi (Desk dan Field) Pembangunan ZI oleh TPI,Dokumen ,Laporan Hasil Evaluasi (LHE) TPI ,RB General,tw4,113
24,7. Pleno Hasil Desk Evaluasi Pembangunan ZI,Dokumen ,Berita Acara Pleno,RB General,tw4,1
24,8. Submit usulan calon satker berpredikat menuju WBK/WBBM ke Kementerian PAN,Dokumen,Surat Kepala BPS,RB General,tw4,1
24,dan RB Hasil Penilaian TPI melalui Portal ZI,,,RB General,tw4,
24,9. Tersusunnya Kepka BPS tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,Dokumen,Keutusan Kepala tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,RB General,tw4,1
24,10. Pendampingan evaluasi ZI oleh Kemenpan RB,Dokumen,Laporan Pendampingan,RB General,tw4,7
25,1. SOP Pengelolaan Pengaduan di Lingkungan BPS,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw1,
25,2. Pemantauan SP4N-LAPOR! Bulanan,Dokumen,Laporan Monitoring,RB General,tw1,3
25,3.Updating SK Pengelolaan Pengaduan di lingkungan BPS (Kolaborasi dengan Biro Hukum dan Organisasi),Dokumen,SK Pengelola Pengaduan,RB General,tw1,
25,1. SOP Pengelolaan Pengaduan di Lingkungan BPS,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw2,
25,2. Pemantauan SP4N-LAPOR! Bulanan,Dokumen,Laporan Monitoring,RB General,tw2,6
25,3.Updating SK Pengelolaan Pengaduan di lingkungan BPS (Kolaborasi dengan Biro Hukum dan Organisasi),Dokumen,SK Pengelola Pengaduan,RB General,tw2,
25,1. SOP Pengelolaan Pengaduan di Lingkungan BPS,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw3,1
25,2. Pemantauan SP4N-LAPOR! Bulanan,Dokumen,Laporan Monitoring,RB General,tw3,9
25,3.Updating SK Pengelolaan Pengaduan di lingkungan BPS (Kolaborasi dengan Biro Hukum dan Organisasi),Dokumen,SK Pengelola Pengaduan,RB General,tw3,
25,1. SOP Pengelolaan Pengaduan di Lingkungan BPS,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw4,1
25,2. Pemantauan SP4N-LAPOR! Bulanan,Dokumen,Laporan Monitoring,RB General,tw4,12
25,3.Updating SK Pengelolaan Pengaduan di lingkungan BPS (Kolaborasi dengan Biro Hukum dan Organisasi),Dokumen,SK Pengelola Pengaduan,RB General,tw4,1
26,1. Sosialisasi Gratifikasi,Dokumen,Laporan Sosialisasi Gratifikasi,RB General,tw1,1
26,2. Sosialisasi Benturan Kepentingan,Dokumen,Laporan Sosialisasi Benturan Kepentingan,RB General,tw1,0
26,3. Penyusunan rencana aksi SPI KPK,Dokumen,Dokumen Rencana Aksi SPI KPK,RB General,tw1,
26,1. Sosialisasi Gratifikasi,Dokumen,Laporan Sosialisasi Gratifikasi,RB General,tw2,1
26,2. Sosialisasi Benturan Kepentingan,Dokumen,Laporan Sosialisasi Benturan Kepentingan,RB General,tw2,0
26,3. Penyusunan rencana aksi SPI KPK,Dokumen,Dokumen Rencana Aksi SPI KPK,RB General,tw2,
26,1. Sosialisasi Gratifikasi,Dokumen,Laporan Sosialisasi Gratifikasi,RB General,tw3,1
26,2. Sosialisasi Benturan Kepentingan,Dokumen,Laporan Sosialisasi Benturan Kepentingan,RB General,tw3,0
26,3. Penyusunan rencana aksi SPI KPK,Dokumen,Dokumen Rencana Aksi SPI KPK,RB General,tw3,1
26,1. Sosialisasi Gratifikasi,Dokumen,Laporan Sosialisasi Gratifikasi,RB General,tw4,1
26,2. Sosialisasi Benturan Kepentingan,Dokumen,Laporan Sosialisasi Benturan Kepentingan,RB General,tw4,1
26,3. Penyusunan rencana aksi SPI KPK,Dokumen,Dokumen Rencana Aksi SPI KPK,RB General,tw4,1
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Pelaksanaan Susenas September 2025,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw1,Persentase terlaksananya survei sosial ekonomi dan nasional September 2025
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Susenas,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw1,Persentase terlaksananya survei sosial ekonomi dan nasional September 2025 dan Maret 2026
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw1,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem di level Kabupaten/Kota,RB Tematik 1. Kemiskinan_,tw1,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem di level Kabupaten/Kota
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw1,Persentase tersedianya data dan indikator statistik dalam rangka pengentasan kemiskinan dan penghapusan kemiskinan ekstrem
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Koordinasi teknis antara BPS dan Bank Dunia dalam rangka menyepakati metodologi penghitungan kemiskinan ekstrem yang selaras dan dapat dibandingkan.,Tersusunnya kesepahaman metodologi penghitungan kemiskinan ekstrem antara BPS dan Bank Dunia,RB Tematik 1. Kemiskinan_,tw1,Jumlah kesepakatan/hasilkoordinasi metodologi yang dihasilkan
Pengentasan Kemiskinan,Direktorat Statistik Sumber Daya Mineral dan Konstruksi,Penyusunan Data Keterkaitan layanan air bersih dan Kemiskinan,Tersedianya data linkage spasial,RB Tematik 1. Kemiskinan_,tw1,Persentase integrasi data
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Pelaksanaan Susenas September 2025,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw2,"1

Tersedianya Publikasi Susenas September 2025"
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Susenas,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw2,1
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw2,1
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem di level Kabupaten/Kota,RB Tematik 1. Kemiskinan_,tw2,1
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw2,1
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Koordinasi teknis antara BPS dan Bank Dunia dalam rangka menyepakati metodologi penghitungan kemiskinan ekstrem yang selaras dan dapat dibandingkan.,Tersusunnya kesepahaman metodologi penghitungan kemiskinan ekstrem antara BPS dan Bank Dunia,RB Tematik 1. Kemiskinan_,tw2,1 dokumen kesepakatan / notulensi resmi
Pengentasan Kemiskinan,Direktorat Statistik Sumber Daya Mineral dan Konstruksi,Penyusunan Data Keterkaitan layanan air bersih dan Kemiskinan,Tersedianya data linkage spasial,RB Tematik 1. Kemiskinan_,tw2,1
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Pelaksanaan Susenas September 2025,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw3,"Pelaksanaan pengumpulan data susenas September 2025

Menyusun buku pedoman dan kuesioner Susenas September 2025"
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Susenas,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw3,Pelaksanaan pengumpulan data susenas Maret 2026
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw3,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem di level Kabupaten/Kota,RB Tematik 1. Kemiskinan_,tw3,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw3,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Koordinasi teknis antara BPS dan Bank Dunia dalam rangka menyepakati metodologi penghitungan kemiskinan ekstrem yang selaras dan dapat dibandingkan.,Tersusunnya kesepahaman metodologi penghitungan kemiskinan ekstrem antara BPS dan Bank Dunia,RB Tematik 1. Kemiskinan_,tw3,Pelaksanaan pertemuan teknis antara BPS dengan Bank Dunia
Pengentasan Kemiskinan,Direktorat Statistik Sumber Daya Mineral dan Konstruksi,Penyusunan Data Keterkaitan layanan air bersih dan Kemiskinan,Tersedianya data linkage spasial,RB Tematik 1. Kemiskinan_,tw3,"Integrasi data layanan air bersih dan kemiskinan

Mengintegrasikan data layanan air bersih dan kemiskinan"
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Pelaksanaan Susenas September 2025,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw4,"- Buku Pedoman
- Kuesioner"
Pengentasan Kemiskinan,Direktorat Statistik Kesejahteraan Rakyat,Susenas,Terselenggaranya survei sosial ekonomi dan nasional dalam rangka penyediaan sarana evaluasi perkembangan optimalisasi pengentasan kemiskinan dan penghapusan kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw4,Buku
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Penghitungan dan Analisis Kemiskinan Makro di Indonesia 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw4,Dokumen
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Publikasi Data dan Informasi Kemiskinan Kabupaten/Kota 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem di level Kabupaten/Kota,RB Tematik 1. Kemiskinan_,tw4,Dokumen
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Penyusunan Berita Resmi Statistik (BRS) Profil Kemiskinan di Indonesia September 2025 dan Maret 2026,Penyediaan data statistik dalam rangka mewujudkan kebijakan berbasis data untuk pengentasan kemiskinan & kemiskinan ekstrem,RB Tematik 1. Kemiskinan_,tw4,Dokumen
Pengentasan Kemiskinan,Direktorat Statistik Ketahanan Sosial,Koordinasi teknis antara BPS dan Bank Dunia dalam rangka menyepakati metodologi penghitungan kemiskinan ekstrem yang selaras dan dapat dibandingkan.,Tersusunnya kesepahaman metodologi penghitungan kemiskinan ekstrem antara BPS dan Bank Dunia,RB Tematik 1. Kemiskinan_,tw4,Dokumen
Pengentasan Kemiskinan,Direktorat Statistik Sumber Daya Mineral dan Konstruksi,Penyusunan Data Keterkaitan layanan air bersih dan Kemiskinan,Tersedianya data linkage spasial,RB Tematik 1. Kemiskinan_,tw4,Dataset
 ,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik","Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Penguatan tata kelola aliran data DTSEN antara K/L/I/D dan BPS untuk mendukung integrasi data dan efektivitas pengentasan kemiskinan melalui standardisasi dan dokumentasi Berita Acara Serah Terima (BAST)","Terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Terwujudnya tata kelola aliran data DTSEN yang terstandar, terdokumentasi, dan akuntabel melalui implementasi BAST lintas K/L/I/D, guna mendukung integrasi data serta meningkatkan kualitas dan pemanfaatan DTSEN untuk pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw1,"Persentase terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Persentase proses penyusunan BAST aliran data DTSEN lintas K/L/I/D dan BPS yang terdokumentasi sesuai standar"
 ,Direktorat Statistik Kependudukan dan Tenaga Kerja,DTSEN dengan Kementerian/Lembaga,"Terlaksananya dukungan penyediaan data untuk pemadanan data DTSEN yang berasal dari data Statistik Kependudukan dan Ketenagakerjaan, misalnya dari KL:
 1) Kementerian dalam negeri, dirjen Dukcapil
 2) BPIP
 3) Kementerian Ketenagakerjaan
 4) KP2MI
 5) Kementerian luar negeri
 6) Kemendukbangga/BKKBN",RB Tematik 1. Kemiskinan_,tw1,Jumlah paket data Statistik Kependudukan dan Ketenagakerjaan untuk pemadanan data DTSEN
 ,Direktorat Statistik Kesejahteraan Rakyat,DTSEN,Terselenggaranya penerima bantuan sosial PKH dan Sembako yang dipadankan dengan DTSEN,RB Tematik 1. Kemiskinan_,tw1,Proporsi keluarga desil 1-4 yang mendapatkan bantuan sosial PKH dan Sembako
 ,Direktorat Statistik Ketahanan Sosial,Penyediaan Instrumen Pendataan Lengkap Sosial Ekonomi Keluarga melalui Sensus Ekonomi 2026 (SE2026),"Tersedianya kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",RB Tematik 1. Kemiskinan_,tw1,"Jumlah kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026"
 ,Direktorat Statistik Sumber Daya Hayati,"Pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) dengan Data Tunggal Sosial Ekonomi Nasional (DTSEN)","Tersedianya DTSEN yang mutakhir melalui pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) untuk mendukung pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw1,"Jumlah UTP Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil ST2023 dan SEP 2024 yang akan dipadankan dengan DTSEN"
 ,Direktorat Neraca Produksi,Penyusunan publikasi Produk Domestik Bruto (PDB) tahunan ,Tersedianya data Produk Domestik Bruto untuk data dukung dalam mengevaluasi dampak pembangunan terhadap pengentasan kemiskinan,RB Tematik 1. Kemiskinan_,tw1,"1. Nilai PDB
2. Kontribusi menurut kategori
3. Pertumbuhan ekonomi nasional               4. Pertumbuhan ekonomi menurut kategori     "
 ,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik","Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Penguatan tata kelola aliran data DTSEN antara K/L/I/D dan BPS untuk mendukung integrasi data dan efektivitas pengentasan kemiskinan melalui standardisasi dan dokumentasi Berita Acara Serah Terima (BAST)","Terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Terwujudnya tata kelola aliran data DTSEN yang terstandar, terdokumentasi, dan akuntabel melalui implementasi BAST lintas K/L/I/D, guna mendukung integrasi data serta meningkatkan kualitas dan pemanfaatan DTSEN untuk pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw2,100 persen
 ,Direktorat Statistik Kependudukan dan Tenaga Kerja,DTSEN dengan Kementerian/Lembaga,"Terlaksananya dukungan penyediaan data untuk pemadanan data DTSEN yang berasal dari data Statistik Kependudukan dan Ketenagakerjaan, misalnya dari KL:
 1) Kementerian dalam negeri, dirjen Dukcapil
 2) BPIP
 3) Kementerian Ketenagakerjaan
 4) KP2MI
 5) Kementerian luar negeri
 6) Kemendukbangga/BKKBN",RB Tematik 1. Kemiskinan_,tw2,1
 ,Direktorat Statistik Kesejahteraan Rakyat,DTSEN,Terselenggaranya penerima bantuan sosial PKH dan Sembako yang dipadankan dengan DTSEN,RB Tematik 1. Kemiskinan_,tw2,1
 ,Direktorat Statistik Ketahanan Sosial,Penyediaan Instrumen Pendataan Lengkap Sosial Ekonomi Keluarga melalui Sensus Ekonomi 2026 (SE2026),"Tersedianya kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",RB Tematik 1. Kemiskinan_,tw2,3 dokumen
 ,Direktorat Statistik Sumber Daya Hayati,"Pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) dengan Data Tunggal Sosial Ekonomi Nasional (DTSEN)","Tersedianya DTSEN yang mutakhir melalui pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) untuk mendukung pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw2,1 paket data untuk dipadankan dengan DTSEN
 ,Direktorat Neraca Produksi,Penyusunan publikasi Produk Domestik Bruto (PDB) tahunan ,Tersedianya data Produk Domestik Bruto untuk data dukung dalam mengevaluasi dampak pembangunan terhadap pengentasan kemiskinan,RB Tematik 1. Kemiskinan_,tw2,Tersedianya data PDB  
 ,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik","Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Penguatan tata kelola aliran data DTSEN antara K/L/I/D dan BPS untuk mendukung integrasi data dan efektivitas pengentasan kemiskinan melalui standardisasi dan dokumentasi Berita Acara Serah Terima (BAST)","Terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Terwujudnya tata kelola aliran data DTSEN yang terstandar, terdokumentasi, dan akuntabel melalui implementasi BAST lintas K/L/I/D, guna mendukung integrasi data serta meningkatkan kualitas dan pemanfaatan DTSEN untuk pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw3,"Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) yang dihasilkan dalam kegiatan tata kelola aliran DTEN antara K/L/I/D dan BPS bersama dengan Biro Perencanaan dan Kerja Sama

Melakukan dokumentasi proses penyusunan BAST sebagai bagian dari tata kelola aliran data DTSEN antara K/L/I/D dan BPS, bekerja sama dengan Biro Perencanaan dan Kerja Sama"
 ,Direktorat Statistik Kependudukan dan Tenaga Kerja,DTSEN dengan Kementerian/Lembaga,"Terlaksananya dukungan penyediaan data untuk pemadanan data DTSEN yang berasal dari data Statistik Kependudukan dan Ketenagakerjaan, misalnya dari KL:
 1) Kementerian dalam negeri, dirjen Dukcapil
 2) BPIP
 3) Kementerian Ketenagakerjaan
 4) KP2MI
 5) Kementerian luar negeri
 6) Kemendukbangga/BKKBN",RB Tematik 1. Kemiskinan_,tw3,"1. Identifikasi ketersediaan data Statistik Kependudukan dan Ketenagakerjaan untuk pemadanan data DTSEN
 2. Pelaksanaan pemadanan data"
 ,Direktorat Statistik Kesejahteraan Rakyat,DTSEN,Terselenggaranya penerima bantuan sosial PKH dan Sembako yang dipadankan dengan DTSEN,RB Tematik 1. Kemiskinan_,tw3,Memadankan data penerima bantuan sosial dengan DTSEN
 ,Direktorat Statistik Ketahanan Sosial,Penyediaan Instrumen Pendataan Lengkap Sosial Ekonomi Keluarga melalui Sensus Ekonomi 2026 (SE2026),"Tersedianya kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",RB Tematik 1. Kemiskinan_,tw3,"Penyusunan Kuesioner, Buku Pedoman, dan Bahan ajar terkait Pemutakhiran Variabel Sosial Ekonomi melalui SE2026"
 ,Direktorat Statistik Sumber Daya Hayati,"Pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) dengan Data Tunggal Sosial Ekonomi Nasional (DTSEN)","Tersedianya DTSEN yang mutakhir melalui pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) untuk mendukung pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw3,Identifikasi ketersediaan data
 ,Direktorat Neraca Produksi,Penyusunan publikasi Produk Domestik Bruto (PDB) tahunan ,Tersedianya data Produk Domestik Bruto untuk data dukung dalam mengevaluasi dampak pembangunan terhadap pengentasan kemiskinan,RB Tematik 1. Kemiskinan_,tw3,Penyusunan publikasi Pendapatan Nasional Indonesia tahun 2021-2025
 ,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik","Mendokumentasikan proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Penguatan tata kelola aliran data DTSEN antara K/L/I/D dan BPS untuk mendukung integrasi data dan efektivitas pengentasan kemiskinan melalui standardisasi dan dokumentasi Berita Acara Serah Terima (BAST)","Terdokumentasinya proses penyusunan Berita Acara Serah Terima (BAST) terkait aliran DTSEN antara K/L/I/D dan BPS bersama Biro Perencanaan dan Kerja Sama

Terwujudnya tata kelola aliran data DTSEN yang terstandar, terdokumentasi, dan akuntabel melalui implementasi BAST lintas K/L/I/D, guna mendukung integrasi data serta meningkatkan kualitas dan pemanfaatan DTSEN untuk pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw4,Laporan
